2	CD	QTY
jalapeno	NN	NAME
peppers	NNS	NAME
,	,	COM
cut	VBN	COM
in	IN	COM
half	JJ	COM
lengthwise	NN	COM
and	CC	COM
seeded	VBD	COM

2	CD	QTY
slices	NNS	UNIT
sour	JJ	NAME
dough	IN	NAME
bread	NN	NAME

1	CD	QTY
tablespoon	NN	UNIT
butter	NN	NAME
,	,	COM
room	NN	COM
temperature	NN	COM

2	CD	QTY
tablespoons	NNS	UNIT
cream	NN	NAME
cheese	NN	NAME
,	,	COM
room	NN	COM
temperature	NN	COM

1/2	CD	QTY
cup	JJ	UNIT
jack	NN	NAME
and	CC	COM
cheddar	NN	NAME
cheese	NN	NAME
,	,	COM
shredded	VBD	COM

1	CD	QTY
tablespoon	NN	UNIT
tortilla	NN	NAME
chips	NNS	NAME
,	,	COM
crumbled	VBD	COM

1	CD	QTY
pound	NN	UNIT
ground	NN	COM
coffee	NN	NAME
(	(	COM
good	JJ	COM
,	,	COM
rich	JJ	COM
roast	NN	COM
)	)	COM

8	CD	QTY
quarts	NNS	UNIT
cold	JJ	COM
water	NN	NAME

half-and-half	NN	NAME
(	(	COM
healthy	JJ	COM
splash	NN	COM
per	IN	COM
serving	VBG	COM
)	)	COM

sweetened	VBN	COM
condensed	JJ	NAME
milk	NN	NAME
(	(	COM
2-3	JJ	COM
tablespoons	NNS	COM
per	IN	COM
serving	VBG	COM
)	)	COM

note	NN	COM
:	:	COM
can	MD	COM
use	VB	COM
skim	JJ	COM
milk	NN	COM
,	,	COM
2	CD	COM
%	NN	COM
milk	NN	COM
,	,	COM
whole	JJ	COM
milk	NN	COM
,	,	COM
sugar	NN	COM
,	,	COM
artificial	JJ	COM
sweeteners	NNS	COM
,	,	COM
syrups	NNS	COM
...	:	COM
adapt	RB	COM
to	TO	COM
your	PRP$	COM
liking	NN	COM
!	.	COM

12	CD	QTY
whole	JJ	COM
new	JJ	COM
potatoes	NNS	NAME
(	(	COM
or	CC	COM
other	JJ	COM
small	JJ	COM
round	NN	COM
potatoes	NNS	COM
)	)	COM

3	CD	QTY
tablespoons	NNS	UNIT
olive	JJ	NAME
oil	NN	NAME

kosher	RB	COM
salt	NN	NAME
to	TO	COM
taste	VB	COM

black	JJ	NAME
pepper	NN	NAME
to	TO	COM
taste	VB	COM

rosemary	JJ	NAME
(	(	COM
or	CC	COM
other	JJ	COM
herbs	NN	COM
of	IN	COM
choice	NN	COM
)	)	COM
to	TO	COM
taste	VB	COM

10	CD	QTY
ounces	NNS	UNIT
dry	JJ	NAME
elbow	NN	NAME
macaroni	NN	NAME

2	CD	QTY
cloves	NNS	UNIT
garlic	JJ	NAME
,	,	COM
minced	VBD	COM

2	CD	QTY
avocados	NN	NAME
,	,	COM
peeled	VBN	COM
and	CC	COM
pitted	VBN	COM

2	CD	QTY
tablespoons	NNS	UNIT
fresh	JJ	COM
lime	NN	NAME
juice	NN	NAME

1/3	CD	QTY
cup	NN	UNIT
chopped	VBD	COM
fresh	JJ	COM
cilantro	NN	NAME

salt	NN	NAME
and	CC	COM
pepper	NN	NAME
,	,	COM
to	TO	COM
taste	VB	COM

2	CD	QTY
tablespoons	NNS	UNIT
butter	NN	NAME

2	CD	QTY
tablespoons	NNS	UNIT
all-purpose	JJ	NAME
flour	NN	NAME

1	CD	QTY
cup	NN	UNIT
milk	NN	NAME

2	CD	QTY
cups	NNS	UNIT
shredded	VBD	COM
pepper	JJ	NAME
jack	NN	NAME
cheese	NN	NAME

salt	NN	NAME
and	CC	COM
pepper	NN	NAME
,	,	COM
to	TO	COM
taste	VB	COM

fresh	JJ	COM
avocado	NN	NAME
chunks	NNS	NAME
,	,	COM
for	IN	COM
garnish	JJ	COM
,	,	COM
if	IN	COM
desired	VBN	COM

1/4	CD	QTY
cup	NN	UNIT
cooked	VBD	COM
shredded	JJ	COM
chicken	NN	NAME
,	,	COM
warm	JJ	COM

1	CD	QTY
tablespoon	NN	UNIT
hot	JJ	COM
sauce	NN	NAME

1/2	CD	QTY
tablespoon	NN	UNIT
mayo	NN	NAME
(	(	COM
optional	JJ	COM
)	)	COM

1	CD	QTY
tablespoon	NN	UNIT
carrot	NN	NAME
,	,	COM
grated	VBD	COM

1	CD	QTY
tablespoon	NN	UNIT
celery	NN	NAME
,	,	COM
sliced	VBD	COM

1	CD	QTY
tablespoon	NN	UNIT
green	NN	NAME
or	CC	COM
red	JJ	COM
onion	NN	COM
,	,	COM
sliced	VBD	COM
or	CC	COM
diced	VBD	COM

1	CD	QTY
tablespoon	NN	UNIT
blue	NN	NAME
cheese	NN	NAME
,	,	COM
room	NN	COM
temperature	NN	COM
,	,	COM
crumbled	VBD	COM

1/2	CD	QTY
cup	NN	UNIT
cheddar	NN	NAME
cheese	NN	NAME
,	,	COM
room	NN	COM
temperature	NN	COM
,	,	COM
grated	VBD	COM

2	CD	QTY
slices	NNS	UNIT
bread	NN	NAME

1	CD	QTY
tablespoon	NN	UNIT
butter	NN	NAME
,	,	COM
room	NN	COM
temperature	NN	COM

1	CD	QTY
quart	JJ	UNIT
whole	JJ	NAME
milk	NN	NAME

1	CD	QTY
cup	NN	UNIT
vegetable	JJ	NAME
oil	NN	NAME

1	CD	QTY
cup	NN	UNIT
sugar	NN	NAME

2	CD	QTY
packages	NNS	UNIT
active	JJ	COM
dry	JJ	COM
yeast	NN	NAME
,	,	COM
0.25	CD	COM
ounce	NN	COM
packets	NNS	COM

8	CD	QTY
cups	NNS	UNIT
(	(	COM
plus	CC	COM
1	CD	COM
cup	NN	COM
extra	NN	COM
,	,	COM
separated	VBN	COM
)	)	COM
all-purpose	JJ	COM
flour	NN	NAME

1	CD	QTY
teaspoon	NN	UNIT
(	(	COM
heaping	VBG	COM
)	)	COM
baking	VBG	NAME
powder	NN	NAME

1	CD	QTY
teaspoon	NN	UNIT
(	(	COM
scant	JJ	COM
)	)	COM
baking	NN	NAME
soda	NN	NAME

1	CD	QTY
tablespoon	NN	UNIT
(	(	COM
heaping	VBG	COM
)	)	COM
salt	NN	NAME

plenty	NN	NAME
of	IN	COM
melted	VBN	COM
butter	NN	NAME

2	CD	QTY
cups	NNS	UNIT
sugar	NN	NAME

generous	JJ	QTY
sprinkling	NN	UNIT
of	IN	COM
cinnamon	NN	NAME

_____	NN	NAME

maple	JJ	NAME
frosting	NN	NAME
:	:	COM

1	CD	QTY
bag	NN	UNIT
powdered	VBD	NAME
sugar	NN	NAME

2	CD	QTY
teaspoons	NNS	UNIT
maple	JJ	NAME
flavoring	NN	NAME

1/2	CD	QTY
cup	NN	UNIT
milk	NN	NAME

1/4	CD	QTY
cup	NN	UNIT
melted	VBD	COM
butter	NN	NAME

1/4	CD	QTY
cup	NN	UNIT
brewed	VBD	COM
coffee	NN	NAME

1/8	CD	QTY
teaspoon	NN	UNIT
salt	NN	NAME

4	CD	QTY
1/2	CD	QTY
